,Unnamed: 0,id,original_tweet,tweet,lat,lng,place,date,sentiment,cleaned_tweet,mentions
181,181,1474725416602529794,"@s12_jan @steph_dalzell This is another reason why @GregHuntMP is retiring from Parliament - he has lost the plot, his credibility &amp; the support of his Electorate who will be effected by the 900+ Medicare cuts &amp; cuts to Orthopeadic, heart surgery etc❗️😷 @despioconnor @VoicesofMornPen",another reason retiring parliament lost plot credibility amp suppo electorate effected medicare cuts amp cuts ohopeadic hea surgery etc,-37.8136,144.9631,Victoria,2021-12-25 23:55:13,0,another reason retiring parliament lost plot credibility electorate surgery,"{'@VoicesofMornPen', '@GregHuntMP', '@steph_dalzell', '@s12_jan', '@despioconnor'}"
182,182,1474753854533038080, https://t.co/z9bVGT7d0u no pharmacy or medical service cause ima dr and captain with too many narcissistic psychopaths using my ii.d in too much pai help mi please 🙏 ive never scored drugs in my life,pharmacy medical service cause ima dr captain many narcissistic psychopaths using iid much pai help mi please ive never scored drugs life,-34.9289,138.6011,South Australia,2021-12-26 01:48:13,1,pharmacy medical service cause captain many narcissistic much help mi please never scored life,set()
183,183,1474883322899664897,"@ScottMorrisonMP says the Hospitals are coping thus far with Covid Delta &amp; Omicron. Im sure the Hospitals would disagree.  Morrison really has no idea. Sugar coating the overloaded Hospitals issue is BS.   I hope Morrison is a ""dead man walking"" at the next election @AlboMP",says hospitals coping thus far covid delta amp omicron im sure hospitals would disagree morrison really idea sugar coating overloaded hospitals issue bs hope morrison dead man walking next election,-12.4381,130.8411,Northern Territory,2021-12-26 10:22:40,0,coping thus far covid delta omicron sure would disagree really idea sugar coating issue hope dead man walking next election,"{'@ScottMorrisonMP', '@AlboMP'}"
184,184,1474886429062811650,@Juzira No vaccines no water tankers NO MEDICARE......i'm a believer!!! #ScottyDoesNothing,vaccines water tankers medicareim believer scottydoesnothing,-37.8136,144.9631,Victoria,2021-12-26 10:35:01,0,water believer,{'@Juzira'}
185,185,1474912411530317827,"So @ScottMorrison, you are always talking about the ""costs"" of moving to renewable energy, what is the government's ""costing"" of looking after maybe 1 Million + people with long Covid? People unable to work &amp; needing maybe years of medical help?",always talking costs moving renewable energy governments costing looking maybe million people long covid people unable work amp needing maybe years medical help,-34.9289,138.6011,South Australia,2021-12-26 12:18:16,1,always talking moving renewable energy costing looking maybe million people long covid people unable work needing maybe medical help,{'@ScottMorrison'}
186,186,1474921567704399872,"@pocketpsych @magnetbrain Medicare does get your results. But the path lab processing the sample is meant to send you sms well before they upload it to Medicare, but sometimes systems be disordered and strange.",medicare get results path lab processing sample meant send sms well upload medicare sometimes systems disordered strange,-37.8136,144.9631,Victoria,2021-12-26 12:54:39,0,get path lab sample meant send well sometimes disordered strange,"{'@magnetbrain', '@pocketpsych'}"
187,187,1474921777797107713,@pocketpsych @magnetbrain Oh and Medicare only gets your results if you put in your Medicare card and check the box to allow the upload.,oh medicare gets results put medicare card check box allow upload,-37.8136,144.9631,Victoria,2021-12-26 12:55:29,0,oh put card check box allow,"{'@magnetbrain', '@pocketpsych'}"
188,188,1474928505477500929,@beyerstein ❎ Essential vaccine during a pandemic. ☑ Daily handfuls of benzos.  OK. I might get my wellness advice from a different guru.,essential vaccine pandemic daily handfuls benzos ok might get wellness advice different guru,-36.75,144.2667,Victoria,2021-12-26 13:22:13,1,essential vaccine pandemic daily might get wellness advice different guru,{'@beyerstein'}
189,189,1474945139323801602,Merry Christmas friends. Wishing you an abundance of good health and happiness this festive season🎄❤️ #Christmas #Grateful #Blessings  https://t.co/cFRzu5rpoV,merry christmas friends wishing abundance good health happiness festive season christmas grateful blessings,-12.4381,130.8411,Northern Territory,2021-12-26 14:28:19,1,merry wishing abundance good health happiness festive season grateful,set()
190,190,1474945186731986947,@ellyhowse @NickEvershed Which is far from Whitlam govts original intention. Successive #LNPfail governments have completely fucked Medicare.,far whitlam govts original intention successive lnpfail governments completely fucked medicare,-37.8136,144.9631,Victoria,2021-12-26 14:28:30,0,far original intention successive completely,"{'@ellyhowse', '@NickEvershed'}"
191,191,1474954190501781504,Delta to the west. Covid to the south. Omicron already hear. Not much room North.,delta west covid south omicron already hear much room noh,-16.9303,145.7703,Queensland,2021-12-26 15:04:16,0,delta west covid south omicron already hear much room,set()
192,192,1474969034143657986,"@matt_barrie @RandyRockwe11 that's a huge issue I see. We're left to self medicate from offshore sources at best, because when you get it your untouchable and untreatable. It's bloody weird, but this seems to be modern industrialised medicine",thats huge issue see left self medicate offshore sources best get untouchable untreatable bloody weird seems modern industrialised medicine,-28.0167,153.4,Queensland,2021-12-26 16:03:15,0,thats huge issue see left self medicate offshore best get untouchable untreatable bloody weird modern medicine,"{'@matt_barrie', '@RandyRockwe11'}"
193,193,1474980495897161728,"@MrKRudd We are going to die all too, so stop asking for medical treatments, it's just wastage of public resources.",going die stop asking medical treatments wastage public resources,-34.9289,138.6011,South Australia,2021-12-26 16:48:48,0,going die stop medical wastage public,{'@MrKRudd'}
194,194,1475025912672309249,@david_heath @LennaLeprena @katrinanicri @FiMelb99 You’re not feeling that trickling on you? #trickledown,youre feeling trickling trickledown,-16.9303,145.7703,Queensland,2021-12-26 19:49:16,0,feeling trickling,"{'@LennaLeprena', '@katrinanicri', '@david_heath', '@FiMelb99'}"
195,195,1475043671779069953,@ellymelly @K8J444 Medicines given an Emergency Approval can’t be as trustworthy as those tested over time,medicines given emergency approval cant trustwohy tested time,-16.9303,145.7703,Queensland,2021-12-26 20:59:50,0,given emergency approval cant tested time,"{'@ellymelly', '@K8J444'}"
196,196,1475063293010079745,@EscobarMacho @harrishfg Helpful Tip  Get a Medicare card made up  With the same shit 👍🤓,helpful tip get medicare card made shit,-37.8136,144.9631,Victoria,2021-12-26 22:17:49,0,helpful tip get card made,"{'@harrishfg', '@EscobarMacho'}"
197,197,1475067388257206273,"@alpsa Prof . Spurrier lost integrity because she hide from public what would be  https://t.co/wOwGY1XAFn she owns the health disaster.Marshall Liberal Goverment is irelevant because they are not health experts, they listen or not, but she as medical expert who hide from us  information",prof spurrier lost integrity hide public would owns health disastermarshall liberal goverment irelevant health expes listen medical expe hide us information,-34.9289,138.6011,South Australia,2021-12-26 22:34:05,0,prof spurrier lost integrity hide public would health liberal health listen medical hide us information,{'@alpsa'}
198,198,1475112771154894854,"@droverdriver61 Here comes the variant way to many positive for there not to be a immune variant spin off, that's what our scientists need to get better at predicting instead of fighting fires stuffing big Pharmaceutical companies pockets full of cash. How much has vaccines cost us frydenberg",comes variant way many positive immune variant spin thats scientists need get better predicting instead fighting fires stuffing big pharmaceutical companies pockets full cash much vaccines cost us frydenberg,-19.2564,146.8183,Queensland,2021-12-27 01:34:25,1,comes variant way many positive immune variant spin thats need get better instead fighting stuffing big pharmaceutical full cash much cost us,{'@droverdriver61'}
199,199,1475199962799489026,"Just as well the scientists haven't given up like many politicians have - As Omicron COVID cases continue to surge, the race is on to find a variant-proof vaccine  https://t.co/kkrn0ggZ0E",well scientists havent given like many politicians omicron covid cases continue surge race find variantproof vaccine,-42.8806,147.325,Tasmania,2021-12-27 07:20:53,0,well havent given like many omicron covid continue surge race find vaccine,set()
200,200,1475205187002195970,@olsonplanner Getting severe Giardia in Nepal in 1992 … days squatting over a long drop on the side of a mountain and feeling deliriously unwell. Decided to drop anthropology and study medicine to work out what the hell was wrong with me!,getting severe giardia nepal days squatting long drop side mountain feeling deliriously unwell decided drop anthropology study medicine work hell wrong,-34.4331,150.8831,New South Wales,2021-12-27 07:41:39,0,getting severe giardia days squatting long drop side mountain feeling deliriously unwell decided drop anthropology study medicine work hell wrong,{'@olsonplanner'}
201,201,1475250868953894913,"@LesStonehouse But you'll destroy the economy. Get out and spend, spend, spend. Don't worry about the potential Medicare costs as LNP  are going to ban claims that are COVID related.",youll destroy economy get spend spend spend dont worry potential medicare costs lnp going ban claims covid related,-16.9303,145.7703,Queensland,2021-12-27 10:43:10,0,destroy economy get spend spend spend dont worry potential going ban covid related,{'@LesStonehouse'}
202,202,1475261023321923585,"@DHarry1 The crazy professor only wants medically verified treatments recommended as medicine - wild, I know! 🙄",crazy professor wants medically verified treatments recommended medicine wild know,-38.15,144.35,Victoria,2021-12-27 11:23:31,0,crazy professor medically medicine wild know,{'@DHarry1'}
203,203,1475280718024503296,@Veggieventures_ How profitable is this scam? They're over-priced candies with fake claims of health benefits. #ScamAlert,profitable scam theyre overpriced candies fake claims health benefits scamale,-16.9303,145.7703,Queensland,2021-12-27 12:41:47,0,profitable scam theyre fake health,{'@Veggieventures_'}
